file_name,doc_id,org,org_type,title,date,date_int,doc_type,field_tags,layer,source_url,retrieved_at,status,policy_tags,doc_nature
keidanren_2026_007.pdf,keidanren_2026_007,keidanren,経済団体,大学等との産学連携に関するアンケート結果（最終版）,2026-02-17,20260217,資料,企業社会,公開,https://www.keidanren.or.jp/policy/2026/007_kekka.pdf,2026-09-03,ok,人材・教育|イノベーション・科学技術・スタートアップ,内部調査・会員アンケート
keidanren_2026_006.pdf,keidanren_2026_006,keidanren,経済団体,社会実装を見据えた産学連携・人材交流の高度化,2026-02-17,20260217,提言,企業社会,公開,https://www.keidanren.or.jp/policy/2026/006_honbun.pdf,2026-09-03,ok,人材・教育|イノベーション・科学技術・スタートアップ|産業政策・成長戦略,主張・提言
keidanren_2026_005.pdf,keidanren_2026_005,keidanren,経済団体,米国・メキシコ・カナダ協定の見直しに関する意見,2026-02-17,20260217,意見,貿易投資,公開,https://www.keidanren.or.jp/policy/2026/005_honbun.pdf,2026-09-03,ok,通商・国際経済・国際協力|産業政策・成長戦略,主張・提言
keidanren_2026_008.pdf,keidanren_2026_008,keidanren,経済団体,GX-ETS 実施指針案・上下限価格案等のパブリックコメント募集に対する意見,2026-02-13,20260213,意見,環境,公開,https://www.keidanren.or.jp/policy/2026/008.pdf,2026-09-03,ok,エネルギー・環境|産業政策・成長戦略,主張・提言
keidanren_2026_004.pdf,keidanren_2026_004,keidanren,経済団体,博士人材に関する産学協議会合 報告書博士人材が活躍する社会の実現に向けて,2026-02-10,20260210,報告書,企業社会,公開,https://www.keidanren.or.jp/policy/2026/004.pdf,2026-09-03,ok,人材・教育|イノベーション・科学技術・スタートアップ|労働・雇用,主張・提言
keidanren_2026_017.pdf,keidanren_2026_017,keidanren,経済団体,今後の廃棄物処理制度のあり方に対する意見,2026-02-06,20260206,意見,環境,公開,https://www.keidanren.or.jp/policy/2026/017.pdf,2026-09-03,ok,エネルギー・環境|行政改革・規制改革,主張・提言
keidanren_2026_002.pdf,keidanren_2026_002,keidanren,経済団体,2025年人事・労務に関するトップ・マネジメント調査結果,2026-01-20,20260120,提言,労働,公開,https://www.keidanren.or.jp/policy/2026/002.pdf,2026-09-03,ok,労働・雇用|人材・教育,内部調査・会員アンケート
keidanren_2026_001.pdf,keidanren_2026_001,keidanren,経済団体,「パートナーシップ構築宣言」の実効性向上に向けて,2026-01-15,20260115,提言,経済基盤,公開,https://www.keidanren.or.jp/policy/2026/001.pdf,2026-09-03,ok,中小企業|産業政策・成長戦略,主張・提言
keidanren_2025_089.pdf,keidanren_2025_089,keidanren,経済団体,2025年年末賞与・一時金 大手企業業種別妥結結果,2025-12-24,20251224,提言,労働,公開,https://www.keidanren.or.jp/policy/2025/089.pdf,2026-09-03,ok,労働・雇用,内部調査・会員アンケート
keidanren_2025_088.pdf,keidanren_2025_088,keidanren,経済団体,2026年度以降の経団連CN行動計画のあり方,2025-12-16,20251216,提言,環境,公開,https://www.keidanren.or.jp/policy/2025/088.pdf,2026-09-03,ok,エネルギー・環境|産業政策・成長戦略,主張・提言
keidanren_2025_086.pdf,keidanren_2025_086,keidanren,経済団体,「転換期における外国人政策のあり方」,2025-12-16,20251216,提言,産業政策,公開,https://www.keidanren.or.jp/policy/2025/086_honbun.pdf,2026-09-03,ok,労働・雇用|人材・教育|外交・安全保障・経済安全保障,主張・提言
keidanren_2025_087.pdf,keidanren_2025_087,keidanren,経済団体,経団連カーボンニュートラル行動計画 2025年度フォローアップ結果 総括編（2024年度実績）［確定版］,2026-03-30,20260330,資料,環境エネルギー,公開,https://www.keidanren.or.jp/policy/2025/087_honbun.pdf,2026-07-05,ok,エネルギー・環境|産業政策・成長戦略,内部調査・会員アンケート
keidanren_2026_035.txt,keidanren_2026_035,keidanren,経済団体,B7サミット2026共同提言,2026-06-11,20260611,提言,貿易投資,公開,https://www.keidanren.or.jp/policy/2026/035.html,2026-09-03,html_text,通商・国際経済・国際協力|産業政策・成長戦略|エネルギー・環境,主張・提言
keidanren_2026_032.txt,keidanren_2026_032,keidanren,経済団体,情報要請「のれんの非償却の導入及びのれん償却費計上区分の変更」へのコメント,2026-06-05,20260605,意見,経済基盤,公開,https://www.keidanren.or.jp/policy/2026/032.html,2026-09-03,html_text,金融・資本市場|企業経営・ガバナンス・サステナビリティ,主張・提言
keidanren_2026_021.txt,keidanren_2026_021,keidanren,経済団体,「投資牽引型経済」を確立し、力強い成長を生み出す,2026-06-03,20260603,提言,総合政策,公開,https://www.keidanren.or.jp/policy/2026/021.html,2026-09-03,html_text,マクロ経済・経済財政運営|産業政策・成長戦略|労働・雇用,主張・提言
keidanren_2026_010.txt,keidanren_2026_010,keidanren,経済団体,第53回東亜経済人会議 共同声明,2026-03-12,20260312,提言,地域,公開,https://www.keidanren.or.jp/policy/2026/010.html,2026-09-03,html_text,通商・国際経済・国際協力|外交・安全保障・経済安全保障|エネルギー・環境,活動記録
keidanren_2026_009.txt,keidanren_2026_009,keidanren,経済団体,【パンフレット】 Toward a Stronger and More Resilient U.S.-Japan Relationship,2026-02-17,20260217,提言,地域,公開,https://www.keidanren.or.jp/policy/2026/009.html,2026-09-03,html_text,通商・国際経済・国際協力|外交・安全保障・経済安全保障,主張・提言
keidanren_2026_003.txt,keidanren_2026_003,keidanren,経済団体,2026年版 経営労働政策特別委員会報告,2026-01-20,20260120,提言,労働,公開,https://www.keidanren.or.jp/policy/2026/003.html,2026-09-03,html_text,労働・雇用|マクロ経済・経済財政運営|中小企業,主張・提言
keidanren_2025_092.txt,keidanren_2025_092,keidanren,経済団体,金融庁パブリックコメント 「企業内容等の開示に関する内閣府令」等の改正（案）へのコメント,2025-12-26,20251226,意見,経済基盤,公開,https://www.keidanren.or.jp/policy/2025/092.html,2026-09-03,html_text,金融・資本市場|企業経営・ガバナンス・サステナビリティ|行政改革・規制改革,主張・提言
rengo_teigen_02.txt,rengo_teigen_02,rengo,労働団体,1 ．持続可能で健全な経済の発展（経済政策）,2024-07-19,20240719,提言,経済政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-2/,2026-07-05,html_text,マクロ経済・経済財政運営|税制・財政|産業政策・成長戦略,主張・提言
rengo_teigen_03.txt,rengo_teigen_03,rengo,労働団体,1 ．持続可能で健全な経済の発展（税制改革）,2025-05-01,20250501,提言,税制改革,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-3/,2026-07-05,html_text,税制・財政|地域経済・観光・地方創生|中小企業,主張・提言
rengo_teigen_04.txt,rengo_teigen_04,rengo,労働団体,1 ．持続可能で健全な経済の発展（産業政策）,2024-07-19,20240719,提言,産業政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-4/,2026-07-05,html_text,中小企業|産業政策・成長戦略|労働・雇用,主張・提言
rengo_teigen_05.txt,rengo_teigen_05,rengo,労働団体,1 ．持続可能で健全な経済の発展（地域活性化政策）,2024-07-19,20240719,提言,地域活性化政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-5/,2026-07-05,html_text,地域経済・観光・地方創生|労働・雇用|中小企業,主張・提言
rengo_teigen_06.txt,rengo_teigen_06,rengo,労働団体,1 ．持続可能で健全な経済の発展（資源・エネルギー政策）,2024-07-19,20240719,提言,資源・エネルギー政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-6/,2026-07-05,html_text,エネルギー・環境,主張・提言
rengo_teigen_07.txt,rengo_teigen_07,rengo,労働団体,２．雇用の安定と公正労働条件の確保（雇用・労働政策）,2024-07-19,20240719,提言,雇用・労働政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-7/,2026-07-05,html_text,労働・雇用,主張・提言
rengo_teigen_08.txt,rengo_teigen_08,rengo,労働団体,３．安心できる社会保障制度の確立（社会保障制度の基盤に関する政策）,2024-07-19,20240719,提言,社会保障制度の基盤に関する政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-8/,2026-07-05,html_text,社会保障（年金・医療・介護）|国土・住宅・交通・防災|デジタル・情報通信,主張・提言
rengo_teigen_09.txt,rengo_teigen_09,rengo,労働団体,３．安心できる社会保障制度の確立（医療政策）,2024-07-19,20240719,提言,医療政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-9/,2026-07-05,html_text,社会保障（年金・医療・介護）,主張・提言
rengo_teigen_10.txt,rengo_teigen_10,rengo,労働団体,３．安心できる社会保障制度の確立（介護・高齢者福祉政策）,2024-07-19,20240719,提言,介護・高齢者福祉政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-10/,2026-07-05,html_text,社会保障（年金・医療・介護）|労働・雇用,主張・提言
rengo_teigen_11.txt,rengo_teigen_11,rengo,労働団体,３．安心できる社会保障制度の確立（障がい児・者政策）,2024-07-19,20240719,提言,障がい児・者政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-11/,2026-07-05,html_text,社会保障（年金・医療・介護）|労働・雇用|多様性・人権・ジェンダー,主張・提言
rengo_teigen_12.txt,rengo_teigen_12,rengo,労働団体,３．安心できる社会保障制度の確立（子ども・子育て支援政策）,2024-07-19,20240719,提言,子ども・子育て支援政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-12/,2026-07-05,html_text,こども・子育て・人口|社会保障（年金・医療・介護）,主張・提言
rengo_teigen_13.txt,rengo_teigen_13,rengo,労働団体,３．安心できる社会保障制度の確立（年金政策）,2024-07-19,20240719,提言,年金政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-13/,2026-07-05,html_text,社会保障（年金・医療・介護）,主張・提言
rengo_teigen_14.txt,rengo_teigen_14,rengo,労働団体,３．安心できる社会保障制度の確立（被爆者援護政策）,2024-07-19,20240719,提言,被爆者援護政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-14/,2026-07-05,html_text,社会保障（年金・医療・介護）|政治・統治機構・憲法,主張・提言
rengo_teigen_15.txt,rengo_teigen_15,rengo,労働団体,４．社会インフラの整備促進（国土・住宅政策）,2024-07-19,20240719,提言,国土・住宅政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-15/,2026-07-05,html_text,国土・住宅・交通・防災|地域経済・観光・地方創生,主張・提言
rengo_teigen_16.txt,rengo_teigen_16,rengo,労働団体,４．社会インフラの整備促進（交通・運輸政策）,2024-11-01,20241101,提言,交通・運輸政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-16/,2026-07-05,html_text,国土・住宅・交通・防災|地域経済・観光・地方創生|エネルギー・環境,主張・提言
rengo_teigen_17.txt,rengo_teigen_17,rengo,労働団体,４．社会インフラの整備促進（ＤＸ（デジタル・トランスフォーメーション））,2024-07-19,20240719,提言,ＤＸ（デジタル・トランスフォーメーション）政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-17/,2026-07-05,html_text,デジタル・情報通信|労働・雇用|国土・住宅・交通・防災,主張・提言
rengo_teigen_18.txt,rengo_teigen_18,rengo,労働団体,５．くらしの安心・安全の構築（環境政策）,2024-07-19,20240719,提言,環境政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-18/,2026-07-05,html_text,エネルギー・環境|労働・雇用,主張・提言
rengo_teigen_19.txt,rengo_teigen_19,rengo,労働団体,５．くらしの安心・安全の構築（食料・農林水産政策）,2024-07-19,20240719,提言,食料・農林水産政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-19/,2026-07-05,html_text,農林水産・食料|地域経済・観光・地方創生|労働・雇用,主張・提言
rengo_teigen_20.txt,rengo_teigen_20,rengo,労働団体,５．くらしの安心・安全の構築（消費者政策）,2024-07-19,20240719,提言,消費者政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-20/,2026-07-05,html_text,労働・雇用|農林水産・食料|行政改革・規制改革,主張・提言
rengo_teigen_21.txt,rengo_teigen_21,rengo,労働団体,５．くらしの安心・安全の構築（東日本大震災からの復興・再生および防災・減災に関する政策）,2024-07-19,20240719,提言,東日本大震災からの復興・再生および防災・減災に関する政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-21/,2026-07-05,html_text,国土・住宅・交通・防災|地域経済・観光・地方創生,主張・提言
rengo_teigen_22.txt,rengo_teigen_22,rengo,労働団体,６．民主主義の基盤強化と国民の権利保障（政治改革）,2024-10-01,20241001,提言,政治改革,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-22/,2026-07-05,html_text,政治・統治機構・憲法,主張・提言
rengo_teigen_23.txt,rengo_teigen_23,rengo,労働団体,６．民主主義の基盤強化と国民の権利保障（行政・司法制度改革）,2024-07-19,20240719,提言,行政・司法制度改革,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-23/,2026-07-05,html_text,行政改革・規制改革|政治・統治機構・憲法|労働・雇用,主張・提言
rengo_teigen_24.txt,rengo_teigen_24,rengo,労働団体,６．民主主義の基盤強化と国民の権利保障（地方分権改革）,2024-07-19,20240719,提言,地方分権改革,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-24/,2026-07-05,html_text,政治・統治機構・憲法|行政改革・規制改革|税制・財政,主張・提言
rengo_teigen_25.txt,rengo_teigen_25,rengo,労働団体,６．民主主義の基盤強化と国民の権利保障（人権・平等政策）,2026-03-01,20260301,提言,人権・平等政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-25/,2026-07-05,html_text,多様性・人権・ジェンダー|政治・統治機構・憲法,主張・提言
rengo_teigen_26.txt,rengo_teigen_26,rengo,労働団体,６．民主主義の基盤強化と国民の権利保障（教育政策）,2025-06-01,20250601,提言,教育政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-26/,2026-07-05,html_text,人材・教育|労働・雇用|こども・子育て・人口,主張・提言
rengo_teigen_27.txt,rengo_teigen_27,rengo,労働団体,７．公正なグローバル化を通じた持続可能な社会の実現（国際政策）,2025-12-01,20251201,提言,国際政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-27/,2026-07-05,html_text,通商・国際経済・国際協力|多様性・人権・ジェンダー|労働・雇用,主張・提言
rengo_teigen_28.txt,rengo_teigen_28,rengo,労働団体,（横断的な項目）・男女平等政策,2026-04-01,20260401,提言,男女平等政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-28/,2026-07-05,html_text,労働・雇用|多様性・人権・ジェンダー|政治・統治機構・憲法,主張・提言
rengo_teigen_29.txt,rengo_teigen_29,rengo,労働団体,（横断的な項目）・中小企業政策,2024-07-19,20240719,提言,中小企業政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-29/,2026-07-05,html_text,中小企業|産業政策・成長戦略|労働・雇用,主張・提言
rengo_teigen_30.txt,rengo_teigen_30,rengo,労働団体,（横断的な項目）・非正規雇用に関わる政策,2024-07-19,20240719,提言,非正規雇用に関わる政策,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/page-3/page-3-30/,2026-07-05,html_text,労働・雇用,主張・提言
rengo_202605_jyutenseisaku2026.pdf,rengo_202605_jyutenseisaku2026,rengo,労働団体,jyutenseisaku2026,2026-05-01,20260501,提言,,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/cms/wp-content/uploads/2026/05/jyutenseisaku2026.pdf,2026-07-05,ok,労働・雇用|人材・教育|多様性・人権・ジェンダー,主張・提言
rengo_202005_03_shakai3digest.pdf,rengo_202005_03_shakai3digest,rengo,労働団体,03_shakai3digest,2025-05-28,20250528,提言,,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/cms/wp-content/uploads/2020/05/03_shakai3digest.pdf,2026-07-05,ok,社会保障（年金・医療・介護）|労働・雇用|税制・財政,主張・提言
rengo_202005_04_kyoikudigest.pdf,rengo_202005_04_kyoikudigest,rengo,労働団体,04_kyoikudigest,2025-05-28,20250528,提言,,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/cms/wp-content/uploads/2020/05/04_kyoikudigest.pdf,2026-07-05,ok,人材・教育|社会保障（年金・医療・介護）|労働・雇用,主張・提言
rengo_202005_05_shakai4digest.pdf,rengo_202005_05_shakai4digest,rengo,労働団体,05_shakai4digest,2025-05-28,20250528,提言,,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/cms/wp-content/uploads/2020/05/05_shakai4digest.pdf,2026-07-05,ok,税制・財政|社会保障（年金・医療・介護）|人材・教育,主張・提言
rengo_202005_06.pdf,rengo_202005_06,rengo,労働団体,社会保障・教育・税制に関する三構想全文はこちら,2025-05-28,20250528,提言,,公開,https://www.jtuc-rengo.or.jp/activity/seisaku_jitsugen/teigen/cms/wp-content/uploads/2020/05/06_社会保障・教育・税制に関する構想一式.pdf,2026-07-05,ok,社会保障（年金・医療・介護）|税制・財政|人材・教育,主張・提言
nissho_2026_0416140000.pdf,nissho_2026_0416140000,nissho,経済団体,成長型経済の実現に向けた中小企業政策に関する意見,2026-04-16,20260416,意見,,公開,https://www.jcci.or.jp/file/chusho/202604/20260416_2026opinionofSME.pdf,2026-07-05,ok,中小企業|地域経済・観光・地方創生|エネルギー・環境,主張・提言
nissho_2025_0717140010.pdf,nissho_2025_0717140010,nissho,経済団体,2026年度中小企業・地域活性化施策に関する要望,2025-07-17,20250717,要望,,公開,https://www.jcci.or.jp/activity/recommend/20250717_requestfor2026SMEbudget.pdf,2026-07-05,ok,中小企業|地域経済・観光・地方創生|通商・国際経済・国際協力,主張・提言
nissho_2025_0417170000.pdf,nissho_2025_0417170000,nissho,経済団体,地域経済の好循環を支える中小企業・小規模事業者の「稼ぐ力」の強化に向けて,2025-04-17,20250417,提言,,公開,https://www.jcci.or.jp/file/chusho/202504/20250417_2025opinionofSME.pdf,2026-07-05,ok,中小企業|地域経済・観光・地方創生|税制・財政,主張・提言
nissho_2024_0718135000.pdf,nissho_2024_0718135000,nissho,経済団体,2025年度中小企業・地域活性化施策に関する要望,2024-07-18,20240718,要望,,公開,https://www.jcci.or.jp/file/chusho/202407/chusho_20240718_honbun.pdf,2026-07-05,ok,中小企業|地域経済・観光・地方創生|労働・雇用,主張・提言
nissho_2024_0424110001.txt,nissho_2024_0424110001,nissho,経済団体,知的財産政策に関する意見,2024-04-24,20240424,意見,,公開,https://www.jcci.or.jp/news/recommendations/2024/0424110001.html,2026-07-05,html_text,中小企業|イノベーション・科学技術・スタートアップ|産業政策・成長戦略,主張・提言
nissho_2024_0419110002_1.pdf,nissho_2024_0419110002_1,nissho,経済団体,デジタル化でつながる中小企業の未来,2024-04-19,20240419,提言,,公開,https://www.jcci.or.jp/file/joho/202404/smedigital_yobo_overview.pdf,2026-07-05,ok,中小企業|デジタル・情報通信|産業政策・成長戦略,主張・提言
nissho_2024_0419110002_2.pdf,nissho_2024_0419110002_2,nissho,経済団体,デジタル化でつながる中小企業の未来,2024-04-19,20240419,提言,,公開,https://www.jcci.or.jp/file/joho/202404/smedigital_yobo_text.pdf,2026-07-05,ok,中小企業|デジタル・情報通信,主張・提言
nissho_2024_0418134050_1.pdf,nissho_2024_0418134050_1,nissho,経済団体,地域経済の好循環を支える中小企業の持続的な成長に向けた意見,2024-04-18,20240418,意見,,公開,https://www.jcci.or.jp/file/chusho/202405/20240418_gaiyo.pdf,2026-07-05,ok,中小企業|地域経済・観光・地方創生|労働・雇用,主張・提言
nissho_2024_0418134050_2.pdf,nissho_2024_0418134050_2,nissho,経済団体,地域経済の好循環を支える中小企業の持続的な成長に向けた意見,2024-04-18,20240418,意見,,公開,https://www.jcci.or.jp/file/chusho/202405/20240418_honbun.pdf,2026-07-05,ok,中小企業|地域経済・観光・地方創生|労働・雇用,主張・提言
nissho_2024_0319140002.pdf,nissho_2024_0319140002,nissho,経済団体,重要経済安保情報の保護及び活用に関する法律案の早期成立を求める,2024-03-19,20240319,提言,,公開,https://www.jcci.or.jp/20240319_kyodoteigen.pdf,2026-07-05,ok,外交・安全保障・経済安全保障|政治・統治機構・憲法,主張・提言
nissho_2024_0319131315.txt,nissho_2024_0319131315,nissho,経済団体,中小企業等の成長資金調達の多様化に向けた提言,2024-03-19,20240319,提言,,公開,https://www.jcci.or.jp/news/recommendations/2024/0319131315.html,2026-07-05,html_text,中小企業|金融・資本市場,主張・提言
nissho_2024_0117132802.pdf,nissho_2024_0117132802,nissho,経済団体,パートナーシップ構築宣言の実効性向上,2024-01-17,20240117,提言,,公開,https://www.jcci.or.jp/20230113_written-request.pdf,2026-07-05,ok,中小企業|企業経営・ガバナンス・サステナビリティ|労働・雇用,主張・提言
nissho_2023_1116143031.pdf,nissho_2023_1116143031,nissho,経済団体,外形標準課税の中小企業への適用拡大には断固反対する,2023-11-16,20231116,提言,,公開,https://www.jcci.or.jp/231116_4dantai_gaikeiyobo.pdf,2026-07-05,ok,税制・財政|中小企業,主張・提言
